Timestamp,Service_Title,Service_Description,Word_Count,Label,Numerical_Label,Statistics,Statistics
7/20/2022 17:00:30,GNSS,"GNSS refers collectively to the worldwide positioning, navigation, and timing determination capability available from one or more satellite constellation in conjunction with a network of ground stations.",27,Flight Operations,1,,
7/20/2022 17:00:58,GLOBAL POSITIONING SYSTEM (GPS),"GPS refers to the worldwide positioning, navigation and timing determination capability available from the U.S. satellite constellation. The service provided by GPS for civil use is defined in the GPS Standard Positioning System Performance Standard. GPS is composed of space, control, and user elements.",44,Flight Operations,1,,
7/20/2022 17:01:43,GROUND BASED AUGMENTATION SYSTEM (GBAS) LANDING SYSTEM (GLS),"A type of precision IAP based on local augmentation of GNSS data using a single GBAS station to transmit locally corrected GNSS data. Improves the accuracy of aircraft GNSS receivers’ signal in space, enabling a precision approach with much greater flexibility, reliability and complexity. ",44,Flight Operations,1,,
7/20/2022 17:02:24,GROUND−BASED TRANSCEIVER (GBT),"The ground−based transmitter/receiver (transceiver) receives automatic dependent surveillance−broadcast messages, which are forwarded to an air traffic control facility for processing and display with other radar targets on the plan position indicator (radar display).",33,Ground Operations,2,,
7/20/2022 17:03:29,GRAPHIC PLAN DISPLAY (GPD),"A view available with EDST that provides a graphic display of aircraft, traffic, and notification of predicted conflicts. Graphic routes for Current Plans and Trial Plans are displayed upon controller request.",31,Flight Operations,1,,
7/20/2022 17:04:03,GROUND CLUTTER,A pattern produced on the radar scope by ground returns which may degrade other radar returns in the affected area. This service minimizes this by moving target indicator (MTI) circuits in the radar equipment resulting in only displaying targets which are in motion.,43,Ground Operations,2,,
7/20/2022 17:04:50,GROUND BASED AUGMENTATION SYSTEM (GBAS),"A ground based GNSS station which provides local differential corrections, integrity parameters and approach data via VHF data broadcast to GNSS users to meet real-time performance requirements for CAT I precision approaches. ",32,Ground Operations,2,,
7/20/2022 17:05:29,GROUND COMMUNICATION OUTLET (GCO),"An unstaffed, remotely controlled, ground/ground communications facility. Pilots at uncontrolled airports may contact ATC and FSS via VHF to a telephone connection to obtain an instrument clearance or close a VFR or IFR flight plan. ",35,Ground Operations,2,,
7/20/2022 17:06:07,GROUND CONTROLLED APPROACH,A radar approach system operated from the ground by air traffic control personnel transmitting instructions to the pilot by radio. The approach may be conducted with surveillance radar (ASR) only or with both surveillance and precision approach radar (PAR). ,39,Ground Operations,2,,
7/20/2022 17:06:41,GROUND DELAY PROGRAM (GDP),A traffic management process administered by the ATCSCC; when aircraft are held on the ground. Supports the TM mission and limit airborne holding. It's a flexible program implemented in various forms depending upon the needs of the AT system.,39,Ground Operations,2,,
7/20/2022 17:07:19,GROUND STOP (GS),"The GS requires aircraft that meet a specific criteria to remain on the ground. The criteria may be airport specific, airspace specific, or equipment specific. ",25,Ground Operations,2,,
7/20/2022 17:07:46,HANDOFF,An action taken to transfer the radar identification of an aircraft from one controller to another if the aircraft will enter the receiving controller’s airspace and radio communications with the aircraft will be transferred.,34,Flight Operations,1,,
7/20/2022 17:08:15,HAZARDOUS INFLIGHT WEATHER ADVISORY SERVICE,Continuous recorded hazardous inflight weather forecasts broadcasted to airborne pilots over selected VOR outlets defined as an HIWAS BROADCAST AREA.,20,Weather,3,,
7/20/2022 17:08:54,HAZARDOUS WEATHER INFORMATION,"Summary of significant meteorological information (SIGMET/WS), convective significant meteorological information (convective SIGMET/WST), urgent pilot weather reports (urgent PIREP/UUA) for their respective services.",22,Weather,3,,
7/20/2022 17:09:19,HELIPORT,"An area of land, water, or structure used or intended to be used for the landing and takeoff of helicopters and includes its buildings and facilities if any.",28,Flight Operations,1,,
7/20/2022 17:09:47,HIGH FREQUENCY COMMUNICATIONS−,High radio frequencies (HF) operator service that switches between 3 and 30 MHz used for air-to-ground voice communication in overseas operations.,21,Flight Operations,1,,
7/20/2022 17:11:09,HIGH SPEED TAXIWAY,"A long radius taxiway designed and provided with lighting or marking to define the path of aircraft, traveling at high speed (up to 60 knots), from the runway center to a point on the center of a taxiway. ",38,Ground Operations,2,,
7/20/2022 17:11:48,HOLD PROCEDURE,A predetermined maneuver which keeps aircraft within a specified airspace while awaiting further clearance from air traffic control. Also used during ground operations to keep aircraft within a specified area or at a specified point while awaiting further clearance from air traffic control.,43,Flight Operations,1,,
7/20/2022 17:12:41,HOLD FOR RELEASE,Used by ATC to delay an aircraft for traffic management. Hold for release instructions are used to inform a pilot or a controller that an IFR departure clearance is not valid until a release time or additional instructions have been received.,41,Flight Operations,1,,
7/20/2022 17:13:16,HIWAS BROADCAST AREA−,A geographical area of responsibility including one or more HIWAS outlet areas assigned to a FSS for hazardous weather advisory broadcasting.,21,Weather,3,,
7/20/2022 17:14:19,HOLD IN LIEU OF PROCEDURE TURN,A hold in lieu of procedure turn shall be established over a final or intermediate fix when an approach can be made from a properly aligned holding pattern. ,28,Flight Operations,1,,
7/20/2022 17:15:13,HOMING,"Flight toward a NAVAID, without correcting for wind, by adjusting the aircraft heading to maintain a relative bearing of zero degrees.",21,Flight Operations,1,,
7/20/2022 17:15:41,HOVER CHECK−,"Used to describe when a helicopter/VTOL aircraft requires a stabilized hover to conduct a performance/power check prior to hover taxi, air taxi, or takeoff. Altitude of the hover will vary based on the purpose of the check.",37,Flight Operations,1,,
7/20/2022 17:16:10,HOVER TAXI,"Used to describe a helicopter/VTOL aircraft movement conducted above the surface and in ground effect at airspeeds less than 20 knots. The actual height may vary, and some aircraft may require hover taxi above 25 feet AGL to reduce ground effect turbulence.",42,Flight Operations,1,,
7/20/2022 17:16:39,IDENT,A request for a pilot to activate the aircraft transponder identification feature. This will help the controller to confirm an aircraft identity or to identify an aircraft.,27,Flight Operations,1,,
7/20/2022 17:17:34,IFR MILITARY TRAINING ROUTES (IR),"Routes used by the Department of Defense and associated Reserve and Air Guard units for the purpose of conducting low-altitude navigation and tactical training in both IFR and VFR weather conditions below 10,000 feet MSL at airspeeds in excess of 250 knots IAS.",43,Flight Operations,1,,
7/20/2022 17:18:17,INCERFA (Uncertainty Phase) [ICAO]−,A service that determines if a situation wherein uncertainty exists as to the safety of an aircraft and its occupants.,20,Emergency,4,,
7/20/2022 17:18:46,INSTRUMENT APPROACH PROCEDURE,A series of predetermined maneuvers for the orderly transfer of an aircraft under instrument flight conditions from the beginning of the initial approach to a landing or to a point from which a landing may be made visually. ,38,Flight Operations,1,,
7/20/2022 17:19:16,INLAND NAVIGATION FACILITY,A navigation aid on a North American Route at which the common route and/or the noncommon route begins or ends.,20,Flight Operations,1,,
7/20/2022 17:19:43,INSTRUMENT APPROACH OPERATIONS,An approach and landing using instruments for navigation guidance based on an instrument approach procedure. There are two methods for executing instrument approach operations:,24,Flight Operations,1,,
7/20/2022 17:20:05,IAO,Allows ADS−B In equipped aircraft to see nearby ADS−B Out traffic regardless of the operating link of the other aircraft. Aircraft operating on the same ADS−B frequency exchange information directly and do not require the ADS−R translation function.,38,Flight Operations,1,,
7/20/2022 17:20:36,IAO,"A 3D instrument approach operation, using both lateral and vertical navigation guidance provided either by a ground−based radio navigation aid or computer−generated navigation data from ground−based, space−based, self−contained navigation aids or a combination.",33,Flight Operations,1,,
7/20/2022 17:21:03,INSTRUMENT APPROACH PROCEDURE [ICAO]−,A series of predetermined maneuvers from the beginning of a defined arrival route to a point from which a landing can be completed or to a position at which holding or en route obstacle clearance criteria apply.,37,Flight Operations,1,,
7/20/2022 17:21:25,INSTRUMENT FLIGHT RULES [ICAO],"A set of rules governing the conduct of flight under instrument meteorological conditions. There are two types of DP, Obstacle Departure Procedure (ODP), printed either textually or graphically, and, Standard Instrument Departure (SID), which is always printed graphically.",38,Flight Operations,1,,
7/20/2022 17:22:14,INSTRUMENT DEPARTURE PROCEDURE,"A preplanned instrument flight rule (IFR) departure procedure published for pilot use, in graphic or textual format, that provides obstruction clearance from the terminal area to the appropriate en route structure. ",31,Flight Operations,1,,
7/20/2022 17:22:56,INSTRUMENT LANDING SYSTEM,"A precision instrument approach system which normally consists of the following electronic components and visual aids: Localizer, Glideslope, Outer Marker, Middle Marker and Approach Lights.",25,Ground Operations,2,,
7/20/2022 17:23:49,INSTRUMENT METEOROLOGICAL CONDITIONS−,"Meteorological conditions expressed in terms of visibility, distance from cloud, and ceiling less than the minima specified for visual meteorological conditions.",21,Weather,3,,
7/20/2022 17:24:38,Jet Route,"A route designed to serve aircraft operations from 18,000 feet MSL up to and including flight level 450. The routes are referred to as “J” routes with numbering to identify the designated route; e.g., J105.",35,Flight Operations,1,,
7/20/2022 17:25:36,LAND AND HOLD SHORT OPERATIONS−,Operations which include simultaneous takeoffs and landings and/or simultaneous landings when a landing aircraft is able and is instructed by the controller to hold-short of the intersecting runway/ taxiway or designated hold-short point.,33,Ground Operations,2,,
7/20/2022 17:26:35,LANDING DIRECTION INDICATOR,A device which visually indicates the direction in which landings and takeoffs should be made. This is a ground visual device used to VFR navigation.,25,Ground Operations,2,,
7/20/2022 17:27:10,LATERAL NAVIGATION (LNAV)–,"A automated function of area navigation (RNAV) equipment which calculates, displays, and provides lateral guidance to a profile or path.",20,Flight Operations,1,,
7/20/2022 17:28:28,LOCALIZER TYPE DIRECTIONAL AID−,A localizer with an angular offset that exceeds 3. of the runway alignment used for nonprecision instrument approaches with utility and accuracy comparable to a localizer but which are not part of a complete ILS.,35,Flight Operations,1,,
7/20/2022 17:28:59,LOST LINK PROCEDURE,"Preprogrammed or predetermined mitigations to ensure the continued safe operation of the UA in the event of a lost link (LL). In the event positive link cannot be established, flight termination must be implemented.",34,Flight Operations,1,,
7/20/2022 17:29:38,MARKER BEACON−,"An electronic navigation facility transmitting a 75 MHz vertical fan or boneshaped radiation pattern. Marker beacons are identified by their modulation frequency and keying code, and when received by compatible airborne equipment, indicate to the pilot, that they are passing over the facility.",43,Ground Operations,2,,
7/20/2022 17:30:12,MAINTENANCE PLANNING FRICTION LEVEL,"The friction level specified in AC 150/5320-12, Measurement, Construction, and Maintenance of Skid Resistant Airport Pavement Surfaces, which represents the friction value below which the runway pavement surface remains acceptable for any categor of aircraft operations but shows signs of deterioration.",41,Ground Operations,2,,
7/20/2022 17:30:59,MAN PORTABLE AIR DEFENSE SYSTEMS (MANPADS),"MANPADS are lightweight, shoulder−launched, missile systems used to bring down aircraft and create mass casualties. This service is designed and certified to disable such devices.",25,Emergency,4,,
7/20/2022 17:31:30,METEOROLOGICAL IMPACT STATEMENT,An unscheduled planning forecast describing conditions expected to begin within 4 to 12 hours which may impact the flow of air traffic in a specific center’s (ARTCC) area.,28,Weather,3,,
7/20/2022 17:32:04,MICRO-EN ROUTE AUTOMATED RADAR TRACKING SYSTEM (MEARTS),"An automated radar and radar beacon tracking system capable of employing both short-range (ASR) and long-range (ARSR) radars. This microcomputer driven system provides improved tracking, continuous data recording, and use of full digital radar displays.",35,Flight Operations,1,,
7/20/2022 17:32:47,MILITARY AUTHORITY ASSUMES RESPONSIBILITY FOR SEPARATION OF AIRCRAFT,A condition whereby the military services involved assume responsibility for separation between participating military aircraft in the ATC system. It's used only for required IFR operations which are specified in letters of agreement or other appropriate FAA or military documents.,40,Emergency,4,,
7/20/2022 17:33:39,MINIMUM SAFE ALTITUDE WARNING,A function of the ARTS III computer that aids the controller by alerting him/her when a tracked Mode C equipped aircraft is below or is predicted by the computer to go below a predetermined minimum safe altitude,37,Emergency,4,,
7/20/2022 17:34:19,MSA,"Minimum Safe Altitude (MSA) depicted on approach charts which provide at least 1,000 feet of obstacle clearance within a 25-mile radius of the navigation facility, waypoint, or airport reference point upon which the MSA is predicated. Does not assure ideal conditions.",41,Emergency,4,,
7/20/2022 17:34:50,MINIMUM VECTORING ALTITUDE (MVA),"The lowest MSL altitude at which an IFR aircraft will be vectored by a radar controller, except as otherwise authorized for radar approaches, departures, and missed approaches. ",27,Emergency,4,,
7/20/2022 17:36:47,Emergency Safe Altitude,"Emergency Safe Altitude depicted on approach charts which provide at least 1,000 feet of obstacle clearance in nonmountainous areas and 2,000 feet of obstacle clearance in designated mountainous areas within a 100-mile radius of the navigation facility or waypoint. ",39,Emergency,4,,
7/20/2022 17:55:43,MOSAIC/MULTI−SENSOR MODE−,Accepts positional data from multiple radar or ADS−B sites. Targets are displayed from a single source within a radar sort box according to the hierarchy of the sources assigned.,29,Flight Operations,1,,
7/20/2022 17:56:43,NATIONAL SEARCH AND RESCUE PLAN,An interagency agreement which provides for the effective utilization of all available facilities in all types of search and rescue missions,21,Emergency,4,,
7/20/2022 17:57:31,NAVIGATION REFERENCE SYSTEM (NRS),The NRS is a system of waypoints developed for use within the United States for flight planning and navigation without reference to ground based navigational aids. The NRS waypoints are located in a grid pattern along defined latitude and longitude lines. ,41,Flight Operations,1,,
7/20/2022 17:58:39,OBSTACLE DEPARTURE PROCEDURE (ODP),A preplanned instrument flight rule (IFR) departure procedure printed for pilot use in textual or graphic form to provide obstruction clearance via the least onerous route from the terminal area to the appropriate en route structure. ,36,Flight Operations,1,,
7/20/2022 17:59:52,PRECIPITATION RADAR WEATHER DESCRIPTIONS,"Existing radar systems cannot detect turbulence. However, there is a direct correlation between the degree of turbulence and other weather features associated with thunderstorms and the weather radar precipitation intensity. ",30,Weather,3,,
7/20/2022 18:00:43,PREDICTIVE WIND SHEAR ALERT SYSTEM (PWS),A self−contained system used onboard some aircraft to alert the flight crew to the presence of a potential wind shear. PWS systems typically monitor 3 miles ahead and 25 degrees left and right of the aircraft’s heading at or below 1200’ AGL. ,42,Emergency,4,,
7/20/2022 18:01:29,PRECISION RUNWAY MONITOR (PRM) SYSTEM,"Provides air traffic controllers monitoring the NTZ during simultaneous close parallel PRM approaches with precision, high update rate secondary surveillance data. The high update rate surveillance sensor component of the PRM system is only required for specific runway or approach course separation. ",42,Ground Operations,2,,
7/20/2022 18:02:26,Radar,"An automated radio detection device which provides information on range, azimuth and/or elevation of objects for intelligent obstacle reasoning and avoidance.",21,Flight Operations,1,,
7/20/2022 18:10:43,RADAR POINT OUT,An action taken by a controller to transfer the radar identification of an aircraft to another controller if the aircraft will or may enter the airspace or protected airspace of another controller and radio communications will not be transferred.,39,Ground Operations,2,,
7/20/2022 18:11:55,RUNWAY CONDITION CODES (RwyCC) ,"Numerical readings, provided by airport operators, that indicate runway surface contamination ranging from “1” (poor) to “6” (dry). It must be included on the ATIS when the reportable condition is less than 6 in any one or more of the three runway zones.",43,Weather,3,,
7/20/2022 18:15:50,RUNWAY CONDITION REPORT (RwyCR),A data collection worksheet used by airport operators that correlates the runway percentage of coverage along with the depth and type of contaminant for the purpose of creating a FICON NOTAM.,31,Weather,3,,
7/22/2022 11:25:37,Runway Overrun,"In military aviation exclusively, a stabilized or paved area beyond the end of a runway, of the same width as the runway plus shoulders, centered on the extended runway centerline.",30,Ground Operations,2,,
7/22/2022 11:26:51,Runway Status Lights,"The RWSL is a system of runway and taxiway lighting to provide pilots increased situational awareness by illuminating runway entry lights (REL) when the runway is unsafe for entry or crossing, and take-off hold lights (THL) when the runway is unsafe for departure.",43,Ground Operations,2,,
7/22/2022 11:27:14,Weather Bureau Agency,"Weather bureau, agency established by many countries to observe and report the weather and to issue weather forecasts and warnings of weather and flood conditions affecting national safety, welfare, and the economy. ",32,Weather,3,,
7/22/2022 11:27:56,National Weather Service,"National Weather Service (NWS), official weather bureau of the United States, founded on February 9, 1870, and charged with providing weather, hydrologic, and climate forecasts and warnings for the United States, its possessions, and its marine and freshwater approaches. ",39,Weather,3,,
7/22/2022 11:28:29,National Oceanographic and Atmospheric Association,"The NWS, which is a branch of the National Oceanic and Atmospheric Administration (NOAA), is considered the official source of the United States to life-threatening weather, complementing local and regional reports made by television and radio, and internet sources",39,Weather,3,,
7/22/2022 11:29:21,Long-range weather forecast,"Extended-range, or long-range, weather forecasting has had a different history and a different approach from short- or medium-range forecasting. In most cases, it has not applied the synoptic method of going forward in time from a specific initial map.",39,Weather,3,,
7/22/2022 11:30:33,Next-generation weather doppler service,"next-generation Doppler weather radar (NEXRAD) was largely in place in the United States, which allowed meteorologists to predict severe weather events with additional lead time before their occurrence.",28,Weather,3,,
7/22/2022 11:52:41,Airport/Facility Directory (A/FD),"Each A/FD contains information such as special notices, Federal Aviation Administration and National Weather Service telephone numbers, preferred instrument flight rules routing, visual flight rules waypoints, a listing of very high frequency omnidirectional range receiver checkpoints, and aeronautical chart bulletins.",40,Ground Operations,2,,
7/22/2022 17:22:27,SKY HARBOR RESPONSE - AVIATION EMERGENCIES ,"The type of fire department response at Sky Harbor will be dictated by a fire captain at the local station. Drone will assess information received from the FAA Control Tower or other source, and alert fire Dispatch for the appropriate response.",41,Emergency,4,,
7/22/2022 17:23:52,Emergency Response over maritime zomes,"Squad19 / Attack 19 serves as the same crew with capabilities of two different apparatus. If Squad 19 / Attack 19 is dispatched on another call, along with E19,  causes a significant reduction of available personnel for aircraft emergencies at the airport. ",42,Emergency,4,,
7/22/2022 17:24:14,Alert 1 Protocols,"On Alert 1's -- Station 19 with Foam 2 out of Station 29 will handle the emergencies along with Battalion19, Foam 1, Foam 2, Foam 3, Attack 19 and E19, and will respond to their ARFF staging locations along the runway. ",41,Emergency,4,,
7/22/2022 17:24:34,Alert 2 Emergency Protocols,"On Alert 2's -- Foam 1, Foam 2, Foam 3, Attack 19 and E19, BC19, will respond to their ARFF staging locations along the runway. Off-airport units will respond to Gate 118 - east of Fire Station 29, Level II staging. ",41,Emergency,4,,
7/22/2022 17:25:17,Alert 3 Emergency Protocols,"On Alert 3's -- Foam 1, Foam 2, Foam 3, Attack 19 and E19, BC19, will respond to the crash site. All off-airport units will also respond directly to the crash site, unless Command directs them to a level two staging area.",42,Emergency,4,,
7/22/2022 17:25:58,Passenger Assisstance,"If emergency evacuation is in progress, assist evacuation of passengers and/or provide them a path of egress, by discharging Class B foam only, from apparatus.",25,Emergency,4,,
7/22/2022 17:26:20,Quick Response,The first arriving unit should assume command and determine if the flight crew has initiated emergency evacuation procedures. Fire Department personnel should make every effort to prevent an unnecessary evacuation by immediately contacting the flight crew and reporting exterior conditions to them. ,42,Emergency,4,,
7/22/2022 17:27:58,Ventilation Protocol,"Provide interior ventilation as soon as possible inside the aircraft. Fatalities in survivable aircraft crashes are usually due to smoke inhalation. Use wide angle fog patterns from hand-lines to ventilate. Positive Pressure Ventilation (PPV) is beneficial, however may not be initially expedient. ",42,Emergency,4,,
7/22/2022 17:28:32,Safety Segmentation and Restictions,"Establish both fire and medical sectors as soon as possible. Designate sectors for both sides of the aircraft to protect the escape routes and manage the evacuated passengers, assign sectors to address scene lighting, extrication, treatment, transportation and site safety. ",40,Emergency,4,,
7/22/2022 17:34:20,Equipment Malfunction response,"Equipment malfunction is a commonly reported incident at many airports. If an equipment malfunction is not responded to quickly, it can cause major delays to airport operations and can potentially escalate into significant emergency situations. ",35,Emergency,4,,
7/22/2022 17:41:44,Aviation Safety Hotline,"The Aviation Safety Hotline is available for the reporting of maintenance improprieties, aircraft incidents, suspected unapproved parts, and FAA regulation violations. After 1600, if callers believe their safety issues are time-critical, that person has the option to contact the Washington Operations Center. ",42,Emergency,4,,
7/22/2022 17:42:08,Online Hotline Reporting Form,"The FAA also operates an on-line Hotline Reporting Form which provides a single location for FAA employees, aviation community, and the public to file their safety reports. It is important to note that the web-based hotline does not accept general comments or questions. ",43,Emergency,4,,
7/22/2022 17:42:35,Office of Accident Investigation and Prevention,The Office of Accident Investigation and Prevention (OAIP) is the primary organization within the FAA with respect to aircraft accident investigation and all activities related to the NTSB. ,28,Emergency,4,,
7/22/2022 17:43:30,National Traffic Safety Board," The NTSB surrenders lead status on a transportation accident if the U.S. Attorney General, in consultation with the Chairman of the NTSB, notifies the Chairman that circumstances reasonably indicate that the accident may have been caused by an intentional criminal act. ",41,Emergency,4,,
7/22/2022 17:44:01,Transportation Security Administration," During an emergency situation, the role of TSA officers would primarily be to control access to sterile and security identification display areas",22,Emergency,4,,
7/22/2022 17:44:30,Environmental Protection Agency,"If a spill has occurred on airport property, the Environmental Protection Agency’s (EPA’s) National Response System (NRS) may be involved in an oil or hazardous substance release when it is beyond the safe handling capabilities of local and state responders. ",40,Emergency,4,,
7/22/2022 17:44:55,Military and National Guard,Staff at military installations located in the vicinity of the airport may provide assistance during emergency situations. Assistance can be provided in the form of personnel; locating and identifying the aircraft type; search and rescue operations; or by providing specialized equipment. ,41,Emergency,4,,
7/22/2022 17:45:23,Federal Bureau of Investigation,"If a hijacking or hostage situation occurs on an aircraft in-flight, the FAA has jurisdiction, but the FBI will likely also be involved in/consulted with the FAA carrying out a response. ",31,Emergency,4,,
7/22/2022 17:45:54,Florida Department of Environmental Protection,Includes significant petroleum-based spills that could result from damaged aircraft or spills of hazardous materials greater than 25 gallons. The FDEP Office of Emergency Response provides technical and on-site assistance to ensure that threats to health and the environment are addressed. ,41,Emergency,4,,
7/22/2022 17:46:23,Florida Division of Emergency Management,The FDEM EOC acts as a communications and command center for reporting and coordinating the state’s response to an emergency. Airport operators can use their webpage or contact the FEDM’s EOC for disaster-related information and request assistance. ,37,Emergency,4,,
7/22/2022 17:47:08,FLORIDA DEPARTMENT OF TRANSPORTATION AVIATION OFFICE ,"The FDOT’s Transportation Emergency Operations Center (TEOC) serves as the primary agency for Emergency Support Function, with assistance from the Florida Wing of the Civil Air Patrol (CAP) and various state and local agencies, as appropriate to the scale and nature of the emergency.",44,Emergency,4,,
7/22/2022 17:51:35,FLORIDA DIVISION OF FORESTRY,The Florida Division of Forestry's mission is to protect and manage the forest resources of Florida. The agency offers technical information on any current wildfire conditions and prescribed burning within the state. They can be contacted for authorization to perform a prescribed burn. ,43,Emergency,4,,
7/22/2022 17:51:58,FIRE MARSHALL’S OFFICE ,The Division of State Fire Marshal is the lead state agency responsible for the management and staffing of ESF-4: Firefighting and ESF-9: Search and Rescue at the State Emergency Operations Center (EOC). ,32,Emergency,4,,
7/22/2022 17:52:38,CIVIL AIR PATROL ,The CAP is a civilian corporation chartered by United States Congress. The CAP members are volunteers who pay dues and serve the United States as the auxiliary to the United States Air Force (USAF).,34,Emergency,4,,
7/22/2022 17:53:00,LOCAL POLICE/SHERIFF’S DEPARTMENTS ,"Airports that do not have law enforcement facilities on-site often have mutual aid agreements with local city or county to provide services. During emergencies, local law enforcement can provide airport sponsors essential security, coordination, first aid, and crowd control services. ",40,Emergency,4,,
7/22/2022 17:53:33,AIRCRAFT RESCUE AND FIREFIGHTING AND LOCAL FIRE DEPARTMENTS ,"ARFF and local fire department crews are typically involved in aircraft rescue and firefighting, structural fire protection, emergency medical services, and fuel safety operations. ",24,Emergency,4,,
7/22/2022 17:54:30,OFFICE OF CORONER AND MEDICAL EXAMINER,"The coroner, or medical examiner, is a medical professional who performs autopsies and conducts pathological and toxicological analyses. A coroner can be employed by a medical facility, local law enforcement office, or government agency. ",34,Emergency,4,,
7/22/2022 17:55:23,AIRPORT TRAFFIC CONTROL TOWER FACILITY STAFF ,"The Airport Traffic Control Tower (ATCT), if present on an airport, communicates either via radio or light signals with aircraft arriving and departing the airport, as well as with all vehicles operating within the movement area of the airfield. ",39,Emergency,4,,
7/22/2022 17:55:53,Airlines,"Automatically supplied detailed information about the aircraft, flight, and crew of a damaged aircraft involved to the public. An individual who has authority to make decisions on behalf of the airline should serve as the airline’s representative. ",37,Emergency,4,,
7/22/2022 17:58:10,FIXED-BASE OPERATORS ,"If FOBs operate equipment useful to emergency response, FBOs may provide assistance after an aircraft-related emergency in the form of aircraft removal or aircraft maintenance, depending on the size and nature of the situation. ",34,Emergency,4,,
7/22/2022 17:58:30,HOSPITALS AND BURN CENTERS ,Hospitals and burn centers are major establishments involved with the medical response needed after an aircraft accident occurs. Many aircraft accident victims may need to be transferred to burn centers if an aircraft crash results in a substantial fire event. ,40,Emergency,4,,
7/22/2022 17:58:52,AMBULATORY AND SURGERY CENTERS,"During an aircraft emergency, an Ambulatory Patient Center can be utilized to treat non-life threatening injuries when larger facilities such as hospitals and burn centers are overwhelmed with major injuries and causalities. ",32,Emergency,4,,
7/22/2022 17:59:21,MENTAL HEALTH PROFESSIONALS,"Mental health professionals respond to the surviving victims, the responders, and family of the victims of aircraft incidents in order to help them cope with the trauma. For emergency events involving numerous victims, a pre-arranged response team comprised of professionals should be deployed.",43,Emergency,4,,
7/22/2022 17:59:39,MORGUES AND FUNERAL HOMES,"When an aircraft accident results in fatalities, the bodies are taken from the crash scene to the morgue, and then to the family’s preferred funeral home. The cause of death and identification of the body are usually performed at a morgue. ",41,Emergency,4,,
7/23/2022 18:08:41,Specialized emergency response equipment,"Some airports have a fire/ARFF station on-site, while other airports rely on city or county fire response. Consideration should be given to developing mutual assistance compacts with local emergency response agencies for use of their equipment during an emergency response involving the airport. ",43,Emergency,4,,
7/23/2022 18:17:53,AIRPORT EMERGENCY PLAN DEVELOPMENT TOOL,"The AEP Tool helps airport sponsors produce airport-specific AEPs in a format consistent with the FAA’s Advisory Circular 150/5200-31C. The tool provides a user-friendly, sequential, and interactive format to create the plan, and includes introductory videos and question-specific help to enable accurate responses. ",43,Emergency,4,,
7/23/2022 18:18:21,DEVELOP AN EMERGENCY RESPONSE CHECKLIST,A standardized emergency response checklist is important to ensure that all persons involved in the emergency response know their responsibilities and what agencies need to be contacted when an emergency occurs. The checklist should be reviewed regularly and incorporated into training and exercise procedures. ,44,Emergency,4,,
7/23/2022 21:47:01,NATIONAL INCIDENT MANAGEMENT SYSTEM ,"Released by the Department of Homeland Security in 2004, the National Incident Management System (NIMS) became the standard framework for emergency preparedness and incident management nationally. NIMS is a template for systematically and proactively managing emergencies. ",36,Emergency,4,,
7/24/2022 22:56:08,INCIDENT COMMAND STRUCTURE ,"Incident Command Structure (ICS) was developed in the 1970s as a result of studies, which found that response problems were spurred mostly by inadequate management. There are five main functional areas of this system including command, operations, planning, logistics, and finance and administration. ",43,Emergency,4,,
7/24/2022 22:57:06,Emergency Training,Implementing different training programs and techniques in order to train both airport staff and first responders in what to do when an aviation emergency occurs is an important aspect in ensuring that all parties involved know and are familiar with their responsibilities. ,42,Emergency,4,,
7/24/2022 22:57:53,Emergency Communications,"Local, state, and federal agencies must communicate and understand one another through different types of media including email, radios, telephones, and even light guns for airports with an ATCT. Communication with victims of an incident caused by a technical failure is crucial. ",42,Emergency,4,,
7/24/2022 22:58:26,VICTIM ASSISTANCE PROGRAM , This program is geared toward the people directly involved in aviation related emergencies and the friends and family of the people involved to help them debrief and cope with the emotional aspects of the situation. ,35,Emergency,4,,
7/24/2022 23:23:43,TERRORISM AND VICTIM ASSISTANCE,"The needs of individual victims may vary but processes should be established to help victims evaluate their own specific needs and to help victims find resources that can address, help, and support their needs. ",34,Emergency,4,,
7/24/2022 23:26:28,VICTIM SUPPORT ,Flowcharts that show a typical sequence of events during each type of emergency classification are provided in the Summary of Agencies Involved section of the Aviation Emergency Response Guidebook and also as Figures 12 through 15 in Attachment E of this document.,42,Emergency,4,,
7/24/2022 23:27:15,FAMILY ASSISTANCE CENTERS ,"During an emergency situation, there should be an immediate emergency response plan in place. This plan should identify how to assist victims, including a way to provide information to the families of the victims and to provide them protection from the media. ",42,Emergency,4,,
7/24/2022 23:27:41,DEVELOP A MEDIA RELATIONS PLAN ,A media relations plan should outline the process of contacting the media during an emergency situation and how to effectively control the scene once the media arrives. ,27,Emergency,4,,
7/24/2022 23:29:04,WATER RESCUE TECHNIQUES,The Orlando International Airport has developed a rescue device that is very beneficial during an emergency when there are many victims in a body of water. ,26,Emergency,4,,
7/24/2022 23:31:48,Natural Disaster,Actions that can be taken to minimize impact and damages to the airport and to aid in restoration of services. Mitigation actions for each type of natural disaster facing the airport should be outlined and addressed in this section.,39,Emergency,4,,
7/24/2022 23:33:45,RESOURCE MANAGEMENT,"Because an emergency requires many diverse resources, a section of the AEP is needed to describe the processes by which an airport will identify requirements, and expeditiously locate, acquire, allocate, and distribute those resources to satisfy needs that are generated by the emergency. ",43,Emergency,4,,
